settlement_id,decision,confidence_score,is_fully_reconciled,stage1_transaction_ids,stage1_gross_sum_minor,stage1_payout_gross_minor,stage2_bank_entry_ids,stage2_bank_credit_sum_minor,stage2_payout_net_minor,failure_reasons,validator_checks
PO_2088,AUTO_APPROVED,0.8918,True,TXN_1124,141370,141370,BNK_3096,141370,141370,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2199,AUTO_APPROVED,0.8947,True,TXN_1268,67620,67620,BNK_3219,66025,66025,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2360,AUTO_APPROVED,0.8768,True,TXN_1489,145680,145680,BNK_3388,145680,145680,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2316,AUTO_APPROVED,0.8928,True,TXN_1428,36980,36980,BNK_3341,36108,36108,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2010,AUTO_APPROVED,0.8921,True,TXN_1015,190850,190850,BNK_3013,190850,190850,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2100,AUTO_APPROVED,0.93,True,TXN_1139,185250,185250,BNK_3109,185250,185250,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2311,NEEDS_REVIEW,0.7885,False,TXN_1422;TXN_1421;TXN_1420,227260,227260,BNK_3336,222716,222716,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2108,AUTO_APPROVED,0.9061,True,TXN_1147,140960,140960,BNK_3120,140960,140960,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2285,AUTO_APPROVED,0.8963,True,TXN_1388,154420,154420,BNK_3310,154420,154420,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2368,AUTO_APPROVED,0.8936,True,TXN_1497,189740,189740,BNK_3396,185263,185263,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2295,AUTO_APPROVED,0.8947,True,TXN_1402,200160,200160,BNK_3321,200160,200160,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2340,AUTO_APPROVED,0.93,True,TXN_1456,167100,167100,BNK_3366,167100,167100,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2007,AUTO_APPROVED,0.8184,True,TXN_1012,92480,92480,BNK_3009;BNK_3010,90631,90631,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2367,AUTO_APPROVED,0.8924,True,TXN_1496,106800,106800,BNK_3395,83304,83304,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2036,AUTO_APPROVED,0.8957,True,TXN_1052,178320,178320,BNK_3043,174112,174112,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2175,AUTO_APPROVED,0.8947,True,TXN_1239,233870,233870,BNK_3193,228351,228351,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2308,AUTO_APPROVED,0.8965,True,TXN_1418,185250,185250,BNK_3334,180879,180879,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2223,NEEDS_REVIEW,0.7893,False,TXN_1301;TXN_1300;TXN_1299;TXN_1298,303700,303700,BNK_3246,297628,297628,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2104,AUTO_APPROVED,0.8944,True,TXN_1143,204510,204510,BNK_3115,204510,204510,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2255,NEEDS_REVIEW,0.6843,False,TXN_1348,125430,125430,BNK_3280,122922,122922,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2270,AUTO_APPROVED,0.8959,True,TXN_1368,95160,95160,BNK_3296,92915,92915,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2062,NEEDS_REVIEW,0.6843,False,TXN_1086,31400,31400,BNK_3068,30772,30772,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2196,NEEDS_REVIEW,0.791,False,TXN_1263;TXN_1262;TXN_1261;TXN_1260,350000,350000,BNK_3216,343002,343002,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2273,AUTO_APPROVED,0.8962,True,TXN_1370,236850,236850,BNK_3298,236850,236850,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2039,AUTO_APPROVED,0.8959,True,TXN_1055,21640,21640,BNK_3046,21640,21640,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2049,AUTO_APPROVED,0.8928,True,TXN_1067,5550,5550,BNK_3055,5550,5550,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2320,AUTO_APPROVED,0.8926,True,TXN_1432,6450,6450,BNK_3345,6450,6450,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2167,AUTO_APPROVED,0.93,True,TXN_1228,211890,211890,BNK_3185,211890,211890,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2246,NEEDS_REVIEW,0.7878,False,TXN_1336;TXN_1335;TXN_1334,200110,200110,BNK_3269,196109,196109,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2168,AUTO_APPROVED,0.8928,True,TXN_1229,106710,106710,BNK_3186,104192,104192,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2067,NEEDS_REVIEW,0.789,False,TXN_1097;TXN_1096,102780,102780,BNK_3073,100725,100725,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2208,AUTO_APPROVED,0.896,True,TXN_1278,193060,193060,BNK_3229,193060,193060,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2267,AUTO_APPROVED,0.8981,True,TXN_1365,235450,235450,BNK_3293,235450,235450,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2164,NEEDS_REVIEW,0.7908,False,TXN_1225;TXN_1224,62310,62310,BNK_3182,61065,61065,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2258,NEEDS_REVIEW,0.788,False,TXN_1352;TXN_1351,182640,182640,BNK_3284,178988,178988,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2087,AUTO_APPROVED,0.8984,True,TXN_1123,229930,229930,BNK_3095,229930,229930,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2294,NEEDS_REVIEW,0.7875,False,TXN_1401;TXN_1400,206680,206680,BNK_3320,202548,202548,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2282,AUTO_APPROVED,0.8915,True,TXN_1379,90450,90450,BNK_3307,88316,88316,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2028,AUTO_APPROVED,0.8184,True,TXN_1039,164130,164130,BNK_3033;BNK_3034,160848,160848,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2176,AUTO_APPROVED,0.8184,True,TXN_1240,112630,112630,BNK_3194;BNK_3195,110378,110378,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2369,AUTO_APPROVED,0.8982,True,TXN_1498,85320,85320,BNK_3397,85320,85320,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2073,AUTO_APPROVED,0.8941,True,TXN_1104,18450,18450,BNK_3079,18450,18450,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2250,AUTO_APPROVED,0.8768,True,TXN_1343,214290,214290,BNK_3274,214290,214290,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2153,AUTO_APPROVED,0.8184,True,TXN_1211,178820,178820,BNK_3169;BNK_3170,175244,175244,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2166,AUTO_APPROVED,0.8768,True,TXN_1227,110900,110900,BNK_3184,110900,110900,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2329,NEEDS_REVIEW,0.6843,False,TXN_1441,77260,77260,BNK_3355,75715,75715,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2096,NEEDS_REVIEW,0.6843,False,TXN_1134,31350,31350,BNK_3104,30723,30723,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2215,AUTO_APPROVED,0.8928,True,TXN_1288,29300,29300,BNK_3236,28609,28609,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2216,NEEDS_REVIEW,0.6843,False,TXN_1289,47280,47280,BNK_3237,46335,46335,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2339,UNRESOLVED,0.0,False,,0,155220,,0,155220,STAGE1_NO_VALID_TRANSACTIONS_MATCHED; STAGE2_NO_VALID_BANK_ENTRIES_MATCHED,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": false, ""STAGE2_BALANCE"": false, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2131,AUTO_APPROVED,0.8184,True,TXN_1181,50800,50800,BNK_3144;BNK_3145,49784,49784,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2002,AUTO_APPROVED,0.8968,True,TXN_1002,35700,35700,BNK_3003,35700,35700,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2027,AUTO_APPROVED,0.8976,True,TXN_1038,185330,185330,BNK_3032,180957,180957,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2150,AUTO_APPROVED,0.8907,True,TXN_1208,208720,208720,BNK_3165,203795,203795,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2290,AUTO_APPROVED,0.8931,True,TXN_1393,129270,129270,BNK_3316,126220,126220,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2306,NEEDS_REVIEW,0.7893,False,TXN_1416;TXN_1415;TXN_1414;TXN_1413,292260,292260,BNK_3332,286416,286416,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2212,AUTO_APPROVED,0.8963,True,TXN_1285,171700,171700,BNK_3233,167648,167648,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2134,NEEDS_REVIEW,0.7917,False,TXN_1189;TXN_1188;TXN_1187,244260,244260,BNK_3148,239377,239377,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2174,AUTO_APPROVED,0.8929,True,TXN_1238,220140,220140,BNK_3192,214945,214945,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2078,AUTO_APPROVED,0.8184,True,TXN_1109,64580,64580,BNK_3084;BNK_3085,63289,63289,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2120,AUTO_APPROVED,0.8955,True,TXN_1162,51890,51890,BNK_3132,51890,51890,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2056,NEEDS_REVIEW,0.6843,False,TXN_1074,78610,78610,BNK_3062,77038,77038,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2280,AUTO_APPROVED,0.8768,True,TXN_1377,90700,90700,BNK_3305,90700,90700,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2118,AUTO_APPROVED,0.895,True,TXN_1160,101130,101130,BNK_3130,101130,101130,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2090,AUTO_APPROVED,0.93,True,TXN_1126,247510,247510,BNK_3098,247510,247510,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2219,AUTO_APPROVED,0.8184,True,TXN_1292,198920,198920,BNK_3240;BNK_3241,194942,194942,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2344,AUTO_APPROVED,0.8949,True,TXN_1462,234190,234190,BNK_3370,228664,228664,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2230,AUTO_APPROVED,0.8923,True,TXN_1314,160230,160230,BNK_3253,156449,156449,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2315,NEEDS_REVIEW,0.7887,False,TXN_1427;TXN_1426,93160,93160,BNK_3340,91297,91297,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2071,AUTO_APPROVED,0.8768,True,TXN_1102,193670,193670,BNK_3077,193670,193670,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2322,AUTO_APPROVED,0.8936,True,TXN_1434,205310,205310,BNK_3347,205310,205310,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2182,AUTO_APPROVED,0.8184,True,TXN_1246,158680,158680,BNK_3201;BNK_3202,155507,155507,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2183,AUTO_APPROVED,0.9061,True,TXN_1247,97330,97330,BNK_3203,97330,97330,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2079,NEEDS_REVIEW,0.7868,False,TXN_1112;TXN_1111;TXN_1110,81500,81500,BNK_3086,79871,79871,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2242,AUTO_APPROVED,0.8924,True,TXN_1330,118490,118490,BNK_3265,92424,92424,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2304,AUTO_APPROVED,0.891,True,TXN_1411,167460,167460,BNK_3330,163508,163508,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2331,NEEDS_REVIEW,0.7867,False,TXN_1446;TXN_1445;TXN_1444;TXN_1443,298550,298550,BNK_3357,292580,292580,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2065,NEEDS_REVIEW,0.7916,False,TXN_1094;TXN_1093;TXN_1092,313050,313050,BNK_3071,306790,306790,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2058,NEEDS_REVIEW,0.7858,False,TXN_1079;TXN_1078;TXN_1077;TXN_1076,308020,308020,BNK_3064,301861,301861,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2003,NEEDS_REVIEW,0.7891,False,TXN_1005;TXN_1004;TXN_1003,252480,252480,BNK_3004,247432,247432,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2342,AUTO_APPROVED,0.8768,True,TXN_1458,56760,56760,BNK_3368,56760,56760,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2324,AUTO_APPROVED,0.8184,True,TXN_1436,64980,64980,BNK_3349;BNK_3350,63681,63681,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2365,AUTO_APPROVED,0.8768,True,TXN_1494,109830,109830,BNK_3393,109830,109830,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2068,AUTO_APPROVED,0.8962,True,TXN_1098,159110,159110,BNK_3074,155356,155356,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2277,AUTO_APPROVED,0.8945,True,TXN_1374,76110,76110,BNK_3302,76110,76110,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2005,AUTO_APPROVED,0.8184,True,TXN_1007,30820,30820,BNK_3006;BNK_3007,30204,30204,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2333,AUTO_APPROVED,0.8768,True,TXN_1448,204970,204970,BNK_3359,204970,204970,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
